Student_ID,Gender,Age,Department,Year,Attendance_Percentage,Study_Hours_Per_Day,Internet_Usage_Hours,Assignments_Completed,Sports_Participation,Hostel_Resident,Family_Income_Level,Exam_Score,CGPA
STU11490,Male,25,ME,4,80.2,3.7,0.5,9,Yes,No,Medium,95.5,10.0
STU11491,Male,18,EEE,1,72.3,3.8,7.1,6,No,No,Medium,79.3,8.63
STU11492,Male,19,ME,2,95.4,5.8,3.8,5,No,No,Medium,93.9,9.38
STU11493,Female,23,BBA,3,77.4,3.9,4.9,0,Yes,Yes,Medium,64.5,5.79
STU11494,Female,23,EEE,1,73.3,5.6,7.3,9,No,No,Medium,100.0,9.92
STU11495,Male,22,CE,2,99.7,2.3,2.0,1,No,No,Medium,65.1,6.8
STU11496,Female,22,EEE,2,87.4,1.1,5.0,10,No,No,Low,86.3,8.46
STU11497,Female,18,ECE,1,71.0,2.5,6.4,6,Yes,Yes,Medium,65.7,6.45
STU11498,Male,22,CSE,4,72.1,5.9,2.1,2,No,No,Medium,99.1,10.0
STU11499,Male,20,CE,1,84.7,4.9,6.9,1,No,No,High,81.8,8.57
STU11500,Male,19,CE,4,80.4,7.0,1.2,5,Yes,No,Medium,100.0,10.0
STU11501,Female,18,ECE,3,88.9,1.3,3.8,7,Yes,No,Low,76.6,7.14
STU11502,Female,17,EEE,4,73.4,5.1,1.8,7,Yes,Yes,Medium,89.3,8.81
STU11503,Male,21,CSE,3,87.0,4.6,5.4,10,No,Yes,Medium,89.7,9.16
STU11504,Male,18,CE,1,57.6,3.1,2.1,1,Yes,No,Low,77.5,8.08
STU11505,Male,18,CSE,3,78.5,4.7,2.8,5,Yes,No,Medium,86.3,9.42
STU11506,Female,23,CE,2,73.8,3.7,2.2,4,No,Yes,Low,83.6,8.69
STU11507,Female,24,EEE,3,75.4,4.2,1.6,6,Yes,Yes,Medium,82.4,7.97
STU11508,Female,24,BBA,4,79.0,4.5,2.5,3,Yes,No,Medium,84.2,9.36
STU11509,Female,20,CE,4,91.4,5.0,3.9,1,No,No,Medium,86.9,8.55
STU11510,Male,17,BBA,4,68.5,3.6,3.8,9,No,No,High,75.7,8.03
STU11511,Male,23,CE,3,58.1,6.2,3.6,2,Yes,Yes,Medium,81.2,7.83
STU11512,Male,17,ME,4,69.6,3.2,2.7,8,Yes,No,Medium,98.5,9.46
STU11513,Male,20,EEE,4,90.2,6.3,3.3,9,No,No,High,100.0,9.32
STU11514,Female,24,ECE,2,63.6,1.8,0.8,7,No,No,Low,82.9,7.65
STU11515,Female,18,BBA,3,74.3,2.0,2.6,8,Yes,Yes,Low,83.5,8.11
STU11516,Male,22,ECE,2,88.4,2.1,3.6,4,Yes,No,Low,80.3,8.68
STU11517,Male,22,EEE,4,79.4,4.9,4.6,4,Yes,Yes,Medium,93.5,9.48
STU11518,Female,25,ECE,4,91.3,2.3,4.3,6,No,Yes,Medium,81.9,7.3
STU11519,Male,21,EEE,4,59.7,5.7,1.5,6,No,No,Medium,87.9,9.21
STU11520,Female,20,ECE,3,76.8,2.7,4.9,0,No,Yes,Low,62.9,6.29
STU11521,Male,21,BBA,1,93.4,4.1,4.2,4,No,Yes,Low,84.5,9.21
STU11522,Male,21,ME,4,68.7,4.5,6.9,7,No,Yes,Medium,100.0,9.75
STU11523,Male,24,ECE,4,90.3,2.0,1.0,6,No,No,Low,69.2,6.47
STU11524,Male,24,BBA,4,77.6,1.4,3.7,10,Yes,Yes,Medium,80.0,8.87
STU11525,Male,18,CE,4,84.3,3.9,6.1,1,No,No,Medium,66.2,7.12
STU11526,Male,23,EEE,3,92.6,3.1,3.4,7,Yes,No,High,83.4,7.49
STU11527,Male,24,CSE,1,84.3,4.2,2.2,1,Yes,No,Low,78.9,8.07
STU11528,Female,22,CSE,1,74.1,1.5,2.4,9,Yes,No,Medium,91.5,8.3
STU11529,Female,21,EEE,1,85.6,3.0,5.6,0,Yes,No,Medium,84.1,8.89
STU11530,Female,25,ME,4,73.4,3.2,0.9,10,No,Yes,High,76.3,7.07
STU11531,Female,19,ECE,4,82.7,0.5,3.3,10,No,Yes,High,66.9,6.06
STU11532,Female,20,ME,1,67.5,5.0,2.2,10,No,No,High,97.2,10.0
STU11533,Male,25,CSE,1,80.3,2.4,2.4,2,Yes,No,Medium,78.2,8.03
STU11534,Male,22,BBA,4,91.9,5.7,4.9,2,No,Yes,Medium,78.1,8.18
STU11535,Female,24,EEE,4,77.0,2.5,3.2,5,Yes,No,Medium,74.9,7.25
STU11536,Male,23,EEE,2,90.9,2.7,4.5,2,No,No,Medium,84.0,8.36
STU11537,Female,18,ME,2,100.0,1.6,1.5,6,No,No,Medium,89.3,9.71
STU11538,Female,19,BBA,2,79.7,5.2,5.7,7,Yes,Yes,Low,93.5,9.51
STU11539,Male,17,ME,1,86.1,4.2,4.4,2,No,No,Medium,66.2,7.79
STU11540,Male,25,ECE,3,84.8,5.6,6.5,8,Yes,Yes,High,100.0,9.9
STU11541,Male,23,CE,4,82.3,3.2,3.2,0,No,No,Low,65.1,6.99
STU11542,Female,17,BBA,2,87.9,3.4,4.9,2,No,Yes,Medium,82.9,8.84
STU11543,Male,19,CE,3,77.5,1.0,5.6,2,No,No,Low,57.3,5.83
STU11544,Female,20,ECE,4,73.4,2.6,4.9,6,Yes,No,Low,80.5,8.73
STU11545,Female,20,CE,3,64.7,3.8,7.4,10,No,No,Low,94.4,9.17
STU11546,Female,21,CSE,1,76.6,4.1,0.7,10,No,No,Low,100.0,10.0
STU11547,Male,19,CE,1,89.0,6.2,4.3,4,Yes,Yes,Low,85.5,8.03
STU11548,Male,19,ECE,1,70.6,0.7,3.2,3,No,Yes,Medium,56.6,5.03
STU11549,Female,17,CE,2,82.5,3.8,3.0,1,Yes,No,Medium,90.4,9.06
STU11550,Male,23,EEE,4,78.8,2.9,7.0,6,Yes,No,Low,84.1,8.35
STU11551,Male,17,ME,1,73.8,3.6,2.8,2,Yes,Yes,High,69.9,6.44
STU11552,Male,18,CSE,2,61.5,3.7,5.7,6,No,Yes,High,88.6,9.24
STU11553,Female,20,EEE,2,93.6,3.2,1.9,9,Yes,No,Medium,84.7,9.25
STU11554,Female,20,EEE,2,85.2,1.8,6.0,6,No,No,Medium,79.6,7.8
STU11555,Male,21,ECE,2,100.0,1.5,4.0,10,Yes,Yes,Low,82.0,8.72
STU11556,Female,18,ME,1,90.8,3.1,3.4,1,Yes,Yes,Medium,85.6,8.24
STU11557,Male,20,ME,2,93.4,1.4,0.9,6,Yes,No,High,70.8,6.98
STU11558,Male,17,BBA,1,62.5,3.3,3.4,5,No,No,Medium,57.8,5.76
STU11559,Male,18,CSE,1,62.3,3.1,2.6,9,Yes,No,Medium,82.4,8.66
STU11560,Male,17,ECE,2,80.4,0.5,7.5,3,Yes,No,Low,59.2,5.88
STU11561,Female,20,CSE,1,68.5,6.4,4.1,10,No,No,Medium,100.0,9.0
STU11562,Female,20,BBA,4,73.2,3.6,2.8,4,No,No,Low,85.1,9.11
STU11563,Female,23,CE,4,100.0,0.5,2.7,7,Yes,No,Medium,67.0,6.76
STU11564,Male,25,EEE,3,91.9,3.9,1.3,4,No,No,Medium,79.7,6.82
STU11565,Male,25,CSE,4,70.6,3.2,7.0,2,Yes,No,Medium,74.1,8.12
STU11566,Male,21,EEE,1,56.3,1.5,6.5,1,No,Yes,Low,55.5,6.29
STU11567,Female,17,ECE,1,69.8,4.0,3.9,5,Yes,Yes,High,84.5,7.91
STU11568,Male,17,CE,4,74.4,2.1,8.4,5,Yes,No,Medium,79.7,7.26
STU11569,Female,22,ECE,2,76.8,3.8,4.0,6,Yes,Yes,Medium,86.5,9.22
STU11570,Female,18,CE,2,67.2,2.4,6.2,7,Yes,No,Medium,88.2,9.39
STU11571,Female,24,CE,1,91.3,2.1,5.1,3,No,No,High,67.2,6.96
STU11572,Female,25,EEE,2,72.9,3.5,2.9,7,Yes,No,Low,81.5,7.93
STU11573,Female,20,ECE,3,86.5,1.1,4.4,0,Yes,Yes,High,74.7,7.07
STU11574,Female,21,ECE,3,80.5,3.4,4.7,5,No,No,Low,77.2,8.02
STU11575,Male,24,CSE,4,89.4,4.5,1.4,5,No,No,Low,100.0,9.68
STU11576,Male,19,ECE,4,77.6,5.4,4.6,2,Yes,Yes,Medium,94.3,9.11
STU11577,Female,21,CSE,2,70.8,5.1,6.3,8,Yes,No,High,89.1,9.3
STU11578,Female,19,ME,1,74.0,5.5,2.6,4,Yes,No,Low,95.0,9.99
STU11579,Male,19,ME,4,74.2,2.8,3.6,0,Yes,No,Medium,71.2,7.87
STU11580,Female,19,ME,3,100.0,2.0,1.8,6,Yes,Yes,Medium,70.4,6.13
STU11581,Female,23,BBA,4,80.8,4.7,3.0,9,Yes,Yes,Low,100.0,9.75
STU11582,Male,23,ECE,4,80.0,2.7,3.2,2,No,No,High,80.1,7.84
STU11583,Female,23,BBA,3,88.8,3.5,7.2,9,No,No,Medium,100.0,9.99
STU11584,Female,24,ECE,1,80.0,4.6,3.4,9,No,Yes,High,100.0,9.36
STU11585,Female,21,CSE,4,91.2,6.5,2.9,10,Yes,No,Medium,100.0,10.0
STU11586,Male,21,BBA,4,76.3,4.3,3.8,3,No,No,Medium,91.4,10.0
STU11587,Male,20,BBA,4,75.3,3.8,0.6,5,No,No,Medium,73.4,6.74
STU11588,Male,23,BBA,2,70.2,1.8,0.5,7,No,No,Medium,92.9,9.38
STU11589,Female,20,CE,4,98.5,5.3,1.2,3,No,Yes,Medium,98.2,10.0
STU11590,Female,18,CSE,3,79.3,4.1,4.6,8,No,No,Low,76.7,7.55
STU11591,Male,20,ME,1,68.3,3.0,4.0,7,Yes,No,Medium,70.7,6.7
STU11592,Female,24,CSE,1,82.0,2.8,5.7,9,Yes,Yes,High,90.7,9.16
STU11593,Female,25,CE,3,73.5,2.9,1.0,9,Yes,Yes,Medium,80.1,8.38
STU11594,Female,19,ECE,2,76.1,3.6,3.6,5,Yes,No,Low,87.4,8.11
STU11595,Female,23,CSE,3,83.1,1.3,0.8,6,Yes,Yes,High,67.2,7.24
STU11596,Female,25,BBA,1,95.2,5.3,4.5,7,No,No,Medium,89.4,8.83
STU11597,Male,20,ME,3,81.0,5.1,1.2,1,No,No,Medium,79.4,7.61
STU11598,Female,19,ME,2,72.9,3.2,3.5,4,No,No,Low,100.0,9.23
STU11599,Male,21,ECE,1,75.0,2.9,4.4,6,Yes,No,Medium,72.7,6.94
STU11600,Female,17,CSE,2,86.6,3.5,3.2,7,Yes,No,High,98.9,9.59
STU11601,Male,19,CE,3,60.4,3.7,0.5,4,No,Yes,Medium,72.5,6.65
STU11602,Female,24,ECE,4,69.6,3.0,7.3,2,No,No,Low,72.2,7.46
STU11603,Male,24,CSE,3,82.1,5.0,3.0,5,No,Yes,Medium,92.4,9.31
STU11604,Female,20,EEE,2,62.9,1.4,0.8,4,Yes,No,Low,67.1,7.2
STU11605,Male,18,ME,3,76.9,2.4,5.5,7,No,Yes,Medium,81.8,8.54
STU11606,Female,24,CE,4,75.2,4.7,5.6,8,Yes,Yes,Low,97.2,9.4
STU11607,Male,24,BBA,2,88.8,4.0,3.4,8,No,Yes,Low,81.8,8.02
STU11608,Female,20,CE,3,77.5,2.5,7.1,5,No,No,High,76.9,7.32
STU11609,Male,19,BBA,2,91.9,4.1,2.5,3,Yes,No,Medium,84.4,7.64
STU11610,Male,18,CE,2,80.8,2.3,4.4,3,No,Yes,Medium,78.1,8.0
STU11611,Female,25,ME,1,97.8,3.0,5.0,8,No,No,Medium,88.3,8.91
STU11612,Female,17,BBA,1,66.1,5.1,7.0,3,No,Yes,Low,88.9,8.59
STU11613,Male,23,CSE,2,96.2,4.9,0.5,7,No,No,Low,92.5,9.65
STU11614,Female,21,BBA,3,75.9,3.9,8.6,8,Yes,No,Medium,86.3,8.46
STU11615,Male,24,ECE,3,94.7,1.9,6.3,4,Yes,Yes,Medium,78.9,8.51
STU11616,Male,20,CSE,3,91.9,2.9,4.9,5,No,Yes,High,74.7,7.39
STU11617,Male,23,ECE,4,51.5,3.6,2.4,2,No,No,Medium,67.8,6.13
STU11618,Female,21,CE,2,84.8,5.7,2.2,4,No,No,High,89.5,9.71
STU11619,Male,21,CSE,2,90.0,0.8,4.6,4,No,Yes,High,66.5,6.83
STU11620,Male,25,CE,4,93.3,2.2,5.0,1,Yes,No,Medium,72.1,6.74
STU11621,Female,25,EEE,2,68.2,5.2,4.7,9,Yes,Yes,High,90.5,8.85
STU11622,Female,25,CE,2,85.9,5.5,4.3,5,No,Yes,Medium,99.7,9.56
STU11623,Female,22,CE,4,82.0,3.4,4.9,8,No,No,Low,87.2,9.22
STU11624,Female,22,ECE,1,84.3,5.8,0.5,10,No,Yes,Low,100.0,8.96
STU11625,Male,21,BBA,2,90.0,2.4,3.5,6,No,No,Low,72.2,7.36
STU11626,Male,25,EEE,4,91.6,1.2,1.2,7,No,No,High,55.5,4.69
STU11627,Male,24,CE,3,73.4,4.7,3.9,1,No,Yes,Medium,87.7,7.83
STU11628,Male,23,CE,1,82.7,5.4,6.6,10,Yes,No,Medium,100.0,10.0
STU11629,Female,23,EEE,3,80.4,5.4,2.2,8,Yes,Yes,Medium,100.0,9.39
STU11630,Male,22,EEE,2,77.6,2.2,2.6,2,No,No,Medium,81.1,8.46
STU11631,Male,21,CSE,1,78.6,3.8,2.3,9,No,No,Low,85.2,9.0
STU11632,Female,20,ECE,4,82.0,4.8,2.6,4,Yes,No,High,73.9,7.17
STU11633,Male,19,EEE,2,74.0,4.0,5.1,6,Yes,Yes,High,94.6,9.7
STU11634,Male,19,EEE,4,88.8,5.7,5.6,3,Yes,Yes,Medium,97.5,10.0
STU11635,Male,22,ME,1,92.7,2.9,6.9,6,Yes,No,Low,93.9,8.91
STU11636,Male,20,BBA,3,71.8,3.4,2.0,7,Yes,Yes,Low,98.6,10.0
STU11637,Male,22,EEE,2,93.2,3.9,5.4,9,No,No,Medium,86.8,8.29
STU11638,Male,19,ECE,2,71.8,4.7,5.7,9,Yes,Yes,Low,100.0,10.0
STU11639,Female,20,BBA,4,89.0,3.2,7.3,3,No,No,High,77.8,7.47
STU11640,Female,25,BBA,1,93.2,4.9,2.1,4,Yes,Yes,Low,98.9,9.6
STU11641,Male,21,CE,4,79.1,5.9,0.5,10,Yes,No,Medium,100.0,9.82
STU11642,Male,23,CE,1,71.9,2.7,3.4,2,No,No,Medium,72.1,6.91
STU11643,Female,18,CE,2,74.1,3.3,9.6,4,No,Yes,Medium,73.4,7.27
STU11644,Male,21,CE,1,83.6,5.0,1.8,7,Yes,No,Low,84.9,9.07
STU11645,Male,25,ME,2,99.6,6.4,5.0,2,No,Yes,High,77.9,7.1
STU11646,Male,19,EEE,1,63.1,4.5,0.5,4,Yes,Yes,Medium,94.7,9.68
STU11647,Female,25,CE,3,81.0,2.3,7.6,9,Yes,Yes,Medium,97.8,9.24
STU11648,Male,22,CSE,1,79.1,3.8,0.5,0,No,No,Low,82.9,7.78
STU11649,Female,20,CE,3,75.4,4.9,0.5,1,No,No,High,79.2,6.99
STU11650,Male,23,EEE,1,79.2,2.3,4.2,2,Yes,Yes,Low,77.6,8.3
STU11651,Female,24,CE,1,74.6,1.9,4.2,0,Yes,No,Medium,66.9,6.57
STU11652,Female,22,ME,4,92.4,3.0,6.8,10,No,Yes,Medium,84.2,7.97
STU11653,Male,21,ECE,4,93.4,4.5,5.7,10,Yes,No,Low,100.0,10.0
STU11654,Female,22,ECE,2,80.9,1.4,0.5,8,No,Yes,Low,83.3,8.16
STU11655,Male,21,EEE,4,78.6,2.5,3.7,8,Yes,No,High,90.1,9.56
STU11656,Female,24,ECE,1,75.1,3.9,2.6,4,No,No,Low,85.1,8.0
STU11657,Male,17,ECE,4,80.9,5.1,1.3,3,Yes,No,Medium,88.7,8.8
STU11658,Male,23,CSE,1,98.5,3.9,4.9,4,No,No,Medium,90.0,9.43
STU11659,Female,18,EEE,3,79.0,4.1,6.1,3,Yes,No,Medium,80.0,7.47
STU11660,Male,25,EEE,1,71.6,5.0,2.4,4,No,No,Low,92.2,8.99
STU11661,Male,17,ECE,2,76.0,5.9,3.3,6,Yes,No,Low,100.0,9.36
STU11662,Female,22,ECE,3,87.5,5.7,3.5,10,Yes,No,Medium,100.0,9.57
STU11663,Male,25,ECE,2,72.8,0.5,2.7,7,Yes,Yes,Medium,80.0,7.22
STU11664,Male,17,BBA,2,79.7,3.6,3.1,1,No,No,High,66.5,6.12
STU11665,Female,20,ME,2,84.7,4.9,2.7,3,Yes,No,Medium,93.9,8.74
STU11666,Female,20,CE,4,73.6,6.0,4.2,7,Yes,Yes,High,100.0,9.67
STU11667,Male,25,ME,2,62.4,4.5,2.8,6,Yes,No,Low,95.6,10.0
STU11668,Male,21,EEE,3,69.3,2.2,4.9,8,No,No,Medium,77.5,7.89
STU11669,Female,21,CSE,1,71.4,2.4,2.8,4,Yes,No,Low,82.2,8.87
STU11670,Female,22,CE,2,77.7,2.5,5.3,5,Yes,No,Low,72.3,7.04
STU11671,Male,17,CSE,3,80.4,4.0,2.8,10,No,Yes,Medium,100.0,9.55
STU11672,Female,17,BBA,2,88.2,2.8,5.2,7,No,No,Medium,95.3,9.47
STU11673,Male,25,EEE,1,67.7,0.5,2.3,10,Yes,No,Medium,67.2,6.42
STU11674,Male,19,BBA,3,86.8,1.7,5.8,4,No,Yes,Medium,76.8,7.89
STU11675,Male,20,EEE,3,76.3,2.8,0.5,8,Yes,No,Medium,83.5,7.6
STU11676,Male,17,CSE,1,62.1,1.5,4.0,3,Yes,Yes,High,69.8,6.94
STU11677,Male,25,CSE,3,80.1,1.7,2.9,7,No,Yes,Low,78.8,8.63
STU11678,Female,24,CSE,1,93.2,6.6,3.9,2,No,No,Low,93.8,8.92
STU11679,Female,18,EEE,3,88.8,3.5,1.6,4,Yes,Yes,Medium,78.6,7.64
STU11680,Female,24,ECE,3,79.2,2.9,3.6,7,Yes,No,Medium,95.9,8.73
STU11681,Female,23,CSE,1,91.3,4.5,1.8,9,Yes,No,Medium,92.8,9.83
STU11682,Male,22,BBA,1,81.9,5.2,3.5,6,No,Yes,Medium,90.0,8.95
STU11683,Male,17,CE,3,89.8,6.9,3.3,0,No,No,High,82.4,7.98
STU11684,Male,23,EEE,3,63.4,6.1,4.7,3,Yes,No,Medium,96.0,9.62
STU11685,Male,23,BBA,1,67.5,4.2,4.1,1,No,Yes,Medium,84.8,8.44
STU11686,Female,25,ME,4,87.3,1.2,7.8,1,Yes,No,Medium,68.6,6.51
STU11687,Male,17,ME,1,95.4,2.0,3.0,6,No,No,High,74.9,6.79
STU11688,Male,18,CE,3,84.2,2.9,3.7,2,Yes,No,Low,61.7,6.25
STU11689,Female,25,ECE,3,75.0,4.3,10.4,2,No,No,Medium,85.0,8.51
STU11690,Female,25,CSE,3,71.5,3.6,3.6,5,Yes,Yes,Medium,89.5,8.76
STU11691,Female,22,EEE,1,76.8,1.3,5.9,5,No,Yes,Low,67.8,6.63
STU11692,Female,22,BBA,3,92.1,1.0,5.2,0,Yes,Yes,Medium,64.0,6.94
STU11693,Male,20,CSE,4,76.6,3.9,8.7,0,Yes,No,Low,62.2,6.37
STU11694,Male,20,BBA,2,90.5,3.7,1.1,10,No,Yes,Low,90.3,8.37
STU11695,Female,21,EEE,4,86.5,3.2,0.9,5,Yes,No,High,86.4,9.28
STU11696,Male,19,ME,1,97.1,4.2,1.8,6,Yes,No,Low,91.6,9.5
STU11697,Male,17,CSE,3,82.0,5.4,4.3,8,No,Yes,Medium,100.0,10.0
STU11698,Male,17,CE,1,79.5,4.0,2.0,3,No,Yes,Medium,91.0,8.7
STU11699,Female,23,ECE,2,91.0,2.1,0.5,9,Yes,No,Medium,76.8,8.11
STU11700,Male,17,CE,1,70.6,6.4,2.2,5,Yes,Yes,Low,97.8,9.87
STU11701,Female,17,ECE,3,75.6,3.2,4.7,2,Yes,No,Medium,69.7,6.39
STU11702,Male,19,BBA,2,63.2,3.6,2.2,10,No,No,High,89.2,9.06
STU11703,Male,20,CSE,2,67.5,2.5,6.3,3,Yes,No,Medium,74.3,7.91
STU11704,Male,20,CSE,3,99.2,1.9,1.7,8,Yes,No,Medium,75.2,7.8
STU11705,Female,18,ECE,3,86.9,2.0,4.0,0,No,No,Medium,62.2,5.32
STU11706,Male,17,ME,3,66.3,1.7,3.2,4,Yes,No,Low,66.4,6.84
STU11707,Female,19,EEE,1,91.9,0.5,4.4,10,Yes,No,Medium,84.1,8.23
STU11708,Female,20,CE,4,73.0,3.3,4.6,6,No,No,Low,91.9,8.25
STU11709,Female,19,BBA,1,86.4,5.2,7.2,2,Yes,Yes,Medium,73.9,7.71
STU11710,Male,24,CE,1,86.3,2.0,5.4,1,No,Yes,High,63.9,6.73
STU11711,Male,17,CE,4,96.6,7.3,3.2,10,No,No,Medium,100.0,9.98
STU11712,Male,18,BBA,3,74.6,5.6,5.2,1,Yes,No,Medium,83.7,7.86
STU11713,Male,23,BBA,3,72.6,3.5,5.5,0,Yes,No,Low,75.3,8.23
STU11714,Female,20,CSE,4,53.1,1.8,8.1,4,No,No,High,57.7,6.04
STU11715,Female,24,CE,4,78.8,1.1,3.7,2,No,No,Medium,63.6,6.66
STU11716,Female,19,EEE,1,87.3,3.3,3.8,10,Yes,No,High,90.7,9.53
STU11717,Male,22,EEE,2,88.6,3.6,6.6,6,Yes,No,Low,93.5,9.96
STU11718,Female,25,ECE,4,92.5,3.2,0.5,0,No,No,High,75.1,7.67
STU11719,Male,17,BBA,1,82.9,5.1,3.6,8,Yes,No,Medium,94.5,8.88
STU11720,Female,17,CSE,2,85.0,5.7,5.4,1,No,Yes,Low,97.2,9.38
STU11721,Male,24,EEE,3,80.7,4.2,6.1,7,No,No,High,86.9,8.43
STU11722,Male,19,ME,3,87.1,4.3,0.5,9,Yes,Yes,Low,90.5,9.66
STU11723,Female,21,CSE,1,70.7,3.0,1.3,3,No,No,Medium,79.9,8.1
STU11724,Female,17,CSE,1,65.9,3.5,0.5,5,No,No,High,76.9,7.35
STU11725,Female,21,EEE,4,71.7,4.1,5.7,8,Yes,No,Low,91.4,9.04
STU11726,Female,22,ME,3,82.1,3.0,4.4,6,No,Yes,Medium,97.3,10.0
STU11727,Male,24,ECE,1,67.0,4.5,6.8,7,No,Yes,Medium,86.0,8.91
STU11728,Female,19,EEE,3,73.7,1.9,4.1,6,Yes,Yes,Medium,68.5,7.37
STU11729,Female,19,ME,3,74.0,2.4,8.5,1,Yes,No,High,67.1,6.15
STU11730,Female,25,CSE,4,87.8,1.9,2.1,8,No,Yes,Medium,80.6,7.96
STU11731,Male,20,ME,2,86.6,2.5,3.3,0,No,No,Medium,76.0,7.28
STU11732,Male,20,CSE,4,80.7,3.1,4.8,1,No,No,High,62.7,7.02
STU11733,Female,23,EEE,1,84.5,5.0,2.6,2,No,Yes,High,100.0,9.93
STU11734,Male,18,BBA,4,84.7,3.6,4.8,2,Yes,No,Low,73.2,7.03
STU11735,Female,24,EEE,4,76.4,1.6,3.8,9,No,No,Low,85.5,7.55
STU11736,Male,22,CE,3,74.6,1.4,3.7,3,Yes,No,Medium,75.4,8.25
STU11737,Male,19,CE,4,95.4,2.9,3.7,4,Yes,No,High,83.1,9.04
STU11738,Male,25,CE,1,55.1,4.8,5.4,5,Yes,No,Low,90.0,7.97
STU11739,Male,21,EEE,2,72.6,5.6,3.3,0,No,No,High,83.1,8.42
STU11740,Female,24,ECE,4,78.0,1.1,1.8,7,Yes,No,High,80.2,8.49
STU11741,Female,23,EEE,4,85.6,4.1,4.1,5,Yes,Yes,Low,84.2,8.66
STU11742,Female,24,BBA,2,91.4,2.9,2.7,9,Yes,Yes,Medium,85.6,8.34
STU11743,Male,23,ME,1,98.6,3.0,2.0,8,Yes,Yes,Medium,76.5,7.18
STU11744,Female,19,EEE,1,79.1,1.9,0.5,4,No,Yes,Medium,76.8,8.26
STU11745,Female,18,EEE,4,79.8,3.2,5.9,6,No,No,Medium,81.2,8.51
STU11746,Female,23,CSE,3,83.6,1.8,5.3,10,No,No,Medium,88.7,9.19
STU11747,Male,19,CSE,4,74.7,3.1,6.8,3,No,No,Medium,73.9,7.98
STU11748,Male,19,CSE,2,68.2,5.2,4.0,5,No,Yes,High,99.6,10.0
STU11749,Male,18,EEE,2,79.0,4.4,6.2,5,No,Yes,Medium,86.5,8.49
STU11750,Female,20,ECE,2,87.5,6.4,2.1,3,No,No,Medium,90.5,8.89
STU11751,Female,24,ME,4,77.6,4.3,0.5,5,Yes,Yes,High,83.8,8.18
STU11752,Female,17,ME,4,84.1,3.8,2.5,7,Yes,No,Medium,93.8,8.92
STU11753,Male,17,BBA,1,61.3,4.3,3.6,10,Yes,No,Medium,100.0,10.0
STU11754,Male,21,ECE,3,80.2,2.3,4.7,4,Yes,No,Medium,86.5,9.32
STU11755,Female,21,ECE,4,76.0,0.5,6.6,1,Yes,Yes,High,50.0,5.53
STU11756,Male,17,ME,1,67.2,4.7,4.6,8,No,Yes,Medium,94.8,10.0
STU11757,Male,22,CE,4,86.6,0.8,8.5,10,No,Yes,Medium,75.0,7.55
STU11758,Male,17,CSE,1,98.5,5.2,4.2,3,Yes,No,High,88.5,9.04
STU11759,Male,21,CSE,1,89.9,4.6,4.2,3,Yes,No,Low,84.5,8.78
STU11760,Female,25,ME,3,90.5,2.2,4.7,10,No,Yes,Medium,88.4,8.63
STU11761,Male,21,ECE,4,87.1,2.8,4.8,6,Yes,Yes,Medium,90.4,8.5
STU11762,Male,22,BBA,1,86.5,3.5,4.7,9,Yes,No,Low,90.7,9.14
STU11763,Male,24,CE,2,62.0,2.1,1.5,9,No,Yes,Medium,82.2,7.99
STU11764,Male,17,ME,2,78.7,4.3,5.7,5,No,No,Low,87.2,9.8
STU11765,Female,18,CSE,2,85.1,4.4,9.0,3,No,Yes,High,79.4,7.2
STU11766,Female,25,EEE,3,85.3,1.3,2.2,5,No,No,High,69.2,6.89
STU11767,Male,19,ECE,1,92.7,2.3,3.9,2,No,No,Low,69.2,7.06
STU11768,Male,22,EEE,3,69.7,3.4,1.3,6,Yes,No,Low,88.2,8.41
STU11769,Male,21,BBA,4,86.1,5.2,5.5,5,Yes,Yes,Medium,90.2,8.79
STU11770,Male,18,ME,4,69.3,4.5,5.5,2,Yes,Yes,Medium,94.5,9.48
STU11771,Male,23,CSE,1,77.9,0.5,1.0,0,Yes,No,Medium,51.8,4.6
STU11772,Male,20,CE,2,79.4,3.1,1.4,9,No,No,Low,83.1,8.51
STU11773,Female,17,EEE,1,88.6,4.2,0.5,4,No,No,Low,78.2,8.61
STU11774,Male,20,CE,1,87.4,2.3,7.1,9,No,No,Low,86.1,8.42
STU11775,Female,22,BBA,1,81.2,2.2,2.3,1,No,Yes,Low,64.9,6.87
STU11776,Female,23,CSE,3,58.5,2.4,3.7,6,No,No,Medium,72.9,8.14
STU11777,Male,23,EEE,4,84.4,3.0,3.3,6,No,Yes,Medium,92.1,9.71
STU11778,Female,23,BBA,1,77.3,2.0,6.0,3,Yes,Yes,Medium,70.1,6.65
STU11779,Female,19,CE,1,93.9,4.5,5.3,5,Yes,Yes,Medium,88.3,8.06
STU11780,Female,22,CE,1,91.5,2.2,5.2,0,No,No,Medium,71.6,7.0
STU11781,Female,24,EEE,3,70.6,1.9,2.4,1,Yes,Yes,Medium,67.1,6.74
STU11782,Female,20,CSE,3,85.8,2.9,5.4,5,No,No,Low,87.7,7.74
STU11783,Female,24,CE,3,86.0,5.7,5.9,1,No,Yes,Medium,94.4,9.45
STU11784,Male,18,ME,1,85.3,4.3,5.3,10,Yes,Yes,Medium,100.0,9.59
STU11785,Female,25,BBA,2,84.0,4.4,1.4,3,No,No,Medium,92.3,9.17
STU11786,Female,25,EEE,2,86.3,3.9,1.7,3,Yes,Yes,Medium,77.3,7.57
